budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
6500000,Drama,http://www.crashfilm.com/,1640,"race politics, daughter, installer, police, fall, car crash, racism, los angeles, bigotry, social services, collision",en,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",28.223163,"Blackfriars Bridge Films, Yari Film Group, Bob Yari Productions, ApolloProScreen Filmproduktion, Bull's Eye Entertainment, DEJ Productions, Harris Company","Germany, United States of America",2004-01-13,98410061,112.0,"English, فارسی, Español, 普通话, 한국어/조선말",Released,You think you know who you are. You have no idea.,Crash,7.2,1149
0,"Action, Thriller",,27342,"cia, assassin",en,Malone,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",1.610132,Orion Pictures,United States of America,1987-05-01,0,92.0,English,Released,"Ex-Cop, Ex-CIA, Explosive",Malone,6.8,15
10000000,Comedy,http://www.buckylarson.com/,67911,"porno star, hollywood",en,Bucky Larson: Born to Be a Star,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,3.919057,"Columbia Pictures, Happy Madison Productions",United States of America,2011-09-09,0,97.0,"English, Polski",Released,There Are No Small Actors. Just Small Parts.,Bucky Larson: Born to Be a Star,4.4,51
10000000,"Horror, Thriller",http://theforestisreal.com/,329440,"japan, forest",en,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.865989,"Lava Bear Films, AI-Film, Phantom Four Films",United States of America,2016-01-07,40055439,95.0,English,Released,Everyone comes here looking for a way out,The Forest,4.8,448
14000000,"Adventure, Mystery, Thriller",,47890,"cairo, based on novel, egypt, pyramid, museum, mummy, murder, independent film, curse, egyptologist, archeologist",en,Sphinx,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",0.310513,"Orion Pictures, S & L Films","Netherlands, United States of America",1981-02-11,439564,118.0,English,Released,Someone is hunting tourists out of season.,Sphinx,6.0,2
10000000,"Comedy, Drama, Mystery",http://while-were-young.com/,252512,"father-in-law, marriage, documentary filmmaking, hipster, middle age, documentary filmmaker, generation-x, generation-z, psychedelic drug",en,While We're Young,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,19.263477,"Scott Rudin Productions, A24",United States of America,2015-04-03,7587485,97.0,English,Released,Life Never Gets Old.,While We're Young,5.8,383
10000000,Drama,,55720,"california, garden, immigrant, truck, illegal immigrant, gardener, stolen truck",en,A Better Life,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,4.123533,"Summit Entertainment, Witt/Thomas Productions, Depth of Field, McLaughlin Films, Lime Orchard Productions",United States of America,2011-06-24,1759252,98.0,"English, Español",Released,Every father wants more for his son.,A Better Life,7.0,54
0,"Drama, Mystery, Thriller",http://www.spiderthemovie.com/,9613,"secret, asylum, bed and breakfast place, past, psychopath",en,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",6.948401,"Téléfilm Canada, Capitol Films, Canadian Film or Video Production Tax Credit (CPTC), Metropolitan Films, Grosvenor Park Productions, Odeon Films, Catherine Bailey Ltd., Artists Independent Network","Canada, United Kingdom",2002-12-13,0,98.0,English,Released,The only thing worse than losing your mind... is finding it again.,Spider,6.4,168
10000000,"Action, Comedy, Romance, Thriller",,29076,"female nudity, drug cartel, nervous breakdown",en,Gun Shy,"Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work.",3.988432,"Hollywood Pictures, Fortis Films",United States of America,2000-02-04,1631839,101.0,English,Released,The Agency's best has a bad case of nerves.,Gun Shy,5.4,24
20000000,"Thriller, Crime, Drama",,68812,"new jersey, restaurant, hitman, van, arrest, psychopath, based on true story, jail, serial murder, stabbing, crime family, bombing, ice cream man  , drug deal, contract killer, crime syndicate, poisoning",en,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.",19.494703,"Bleiberg Entertainment, Millennium Films",United States of America,2012-09-01,1969193,105.0,English,Released,Loving husband. Devoted father. Ruthless killer.,The Iceman,6.4,365
10000000,"Thriller, Comedy, Crime",,14195,"heroin, blindfold, bong, perversion, burned alive, independent film",en,Cecil B. Demented,An insane independent film director and his renegade group of teenage film makers kidnap an A-list Hollywood actress and force her to star in their underground film.,4.176066,"Canal+, Artic Productions LLC, Polar Entertainment Corporation","France, United States of America",2000-05-17,0,87.0,English,Released,Demented Forever!,Cecil B. Demented,6.2,51
10000000,"Crime, Drama, Thriller",http://killerjoethemovie.com/,73567,"trailer park, gun, texas, deal, psychopath, sexual humiliation, money, lingerie, arson, police detective, physical abuse, neo-noir, burial, pizza shop, drugs",en,Killer Joe,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,16.436178,"Voltage pictures, Worldview Entertainment, ANA Media, Picture Perfect (I)",United States of America,2011-09-10,3665069,102.0,English,Released,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,6.5,425
10000000,"Comedy, Drama",http://www.thejonesesmovie.com/,41479,"independent film, duringcreditsstinger",en,The Joneses,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",14.979375,"Echo Lake Productions, Premiere Picture",United States of America,2009-09-13,7022728,96.0,"Český, English, Français",Released,"They're not just living the American dream, they're selling it.",The Joneses,6.1,210
0,"Crime, Drama, Thriller",,15394,"female nudity, gambling, casino, nudity, banker, toronto, fraud, niagara falls, based on true story, atlantic city, money, las vegas, surveillance, gambler, bank fraud",en,Owning Mahowny,"Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession.",8.045488,"Alliance Atlantis Communications, Natural Nylon Entertainment, Téléfilm Canada, Astral Media, Canadian Film or Video Production Tax Credit (CPTC), Ontario Film and Television Tax Credit (OFTTC)","Canada, United Kingdom",2003-05-02,0,104.0,English,Released,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything,Owning Mahowny,6.8,37
0,Comedy,,10071,"brother brother relationship, jealousy, pregnancy and birth, autoritian education, arctic",en,The Brothers Solomon,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",8.312153,"Revolution Studios, TriStar Pictures, Carsey-Werner Company",United States of America,2007-09-07,0,93.0,English,Released,They want to put a baby in you.,The Brothers Solomon,4.9,46
10000000,"Drama, Romance",,1989,"usa, kaffeehaus, poker, lovesickness, waitress, bar, night life, night, melancholy, approach, loneliness",en,My Blueberry Nights,"Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls.",10.733761,"Block 2 Pictures, Jet Tone Production, StudioCanal, Lou Yi Inc.","China, France, Hong Kong",2007-05-16,21786738,111.0,English,Released,How do you say goodbye to someone you can't imagine living without?,My Blueberry Nights,6.0,190
0,Drama,,91076,"playwright, critic, theater",en,Illuminata,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents",0.111313,"Overseas FilmGroup, GreeneStreet Films, JVC Entertainment Networks, Sogepaq, CDI","Spain, United States of America, Japan",1998-05-21,0,119.0,English,Released,,Illuminata,6.3,7
10000000,"Comedy, Romance",,12779,"adultery, island, shipwreck, tropical island",en,Swept Away,"Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue.",4.570043,"Screen Gems, SKA Films, Codi S.p.a.","Italy, United Kingdom",2002-10-11,598645,89.0,"Italiano, ελληνικά, English",Released,A snooty socialite is stranded on a Mediterranean island with a communist sailor.,Swept Away,4.8,50
5000000,"Action, Adventure, Comedy, Thriller",http://www.firstlookstudios.com/films/warinc/,13191,"hitman, political satire",en,"War, Inc.","War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",6.265659,,Bulgaria,2008-04-28,1296184,106.0,English,Released,When it comes to war... America means business,"War, Inc.",5.6,86
0,"Action, Comedy",,11770,"martial arts, stadium, champion, shaolin, steel helmet, soccer",cn,少林足球,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,17.54768,"Star Overseas, Universe Entertainment","China, Hong Kong",2001-07-12,42776760,113.0,"广州话 / 廣州話, 普通话, Português, ภาษาไทย",Released,Get ready to kick some grass!,Shaolin Soccer,6.6,491
10000000,Drama,,12703,"rape, ambulance, ex-girlfriend, memory, unsimulated sex, motorcycle",en,The Brown Bunny,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",3.412162,"Wild Bunch, Kinétique Inc., Vincent Gallo Productions","France, Japan, United States of America",2004-08-27,0,93.0,"English, Deutsch",Released,"I'm not going to be okay, Bud.",The Brown Bunny,5.5,62
0,Drama,,222649,"prison, biography, reporter, interrogation, iran, american spy",en,Rosewater,"In 2009, Iranian Canadian journalist Maziar Bahari was covering Iran's volatile elections for Newsweek. One of the few reporters living in the country with access to US media, he made an appearance on The Daily Show with Jon Stewart, in a taped interview with comedian Jason Jones. The interview was intended as satire, but if the Tehran authorities got the joke they didn't like it - and it would quickly came back to haunt Bahari when he was rousted from his family home and thrown into prison. Making his directorial debut, Jon Stewart tells the tale of Bahari's months-long imprisonment and interrogation in this powerful and affecting docudrama featuring a potent and performance by Gael García Bernal recounting Bahari's efforts to maintain his hope and his sanity in the face of isolation and persecution-through memories of his family, recollections of the music he loves, and thoughts of his wife and unborn child.",5.75555,"Odd Lot Entertainment, International Traders, Busboy Productions",United States of America,2014-11-07,0,103.0,English,Released,,Rosewater,6.5,98
7700000,"Drama, Thriller",,101173,"senate, general, market, rivalry, tragedy, tears, scar, stabbing, truce, flag, vote",en,Coriolanus,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",7.554799,"BBC Films, Synchronistic Pictures, Icon Entertainment International, Lipsync Productions, Atlantic Swiss Productions, Hermetof Pictures, Magna Films, Kalkronkie, Artemis Films, Lonely Dragon, Magnolia Mae Films","Italy, Serbia and Montenegro, United States of America",2011-02-14,1072602,123.0,English,Released,Nature teaches beasts to know their friends.,Coriolanus,5.9,131
10000000,"Comedy, Drama",http://www.sonypictures.com/classics/imaginary/site.html,25350,"suicide, suicide mission",en,Imaginary Heroes,"Matt Travis is good-looking, popular, and his school's best competitive swimmer, so everyone is shocked when he inexplicably commits suicide. As the following year unfolds, each member of his family struggles to recover from the tragedy with mixed results.",2.85283,"Signature Pictures, Art Linson Productions, ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I), QI Quality International GmbH & Co. KG","Belgium, Germany, United States of America",2004-09-14,0,111.0,English,Released,People are never who they seem to be.,Imaginary Heroes,6.3,29
0,"Action, Crime, Comedy",,10034,"nurse, blackmail, teacher, best friend, bank robbery",en,High Heels and Low Lifes,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,1.769593,"Fragile Films, Touchstone Pictures","United Kingdom, United States of America",2001-07-16,0,86.0,English,Released,They're not bad girls. They're just behaving that way.,High Heels and Low Lifes,6.4,12
10000000,"Comedy, Romance",http://www.worldsgreatestdadfilm.com/,20178,"male nudity, poetry, adolescence, lie, nudity, rejection, high school, independent film, teacher, vulgarity, student",en,World's Greatest Dad,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --",9.805551,"Magnolia Pictures, Jerkschool Productions",United States of America,2009-08-20,295750,99.0,English,Released,Lance Clayton is about to get everything he deserves.,World's Greatest Dad,6.5,177
0,"Horror, Comedy, Thriller",http://www.severancefilm.com,5072,"will to survive, killer, forced retirement, defence company, jump the shark, team building",en,Severance,"Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",12.898984,"Qwerty Films, Dan Films, Isle of Man Film, HanWay Films, UK Film Council, N1 European Film Produktions GmbH & Co. KG","United Kingdom, Germany, Hungary",2006-05-19,0,96.0,"English, Magyar, Pусский",Released,The Company Is Making Cutbacks,Severance,6.4,169
10000000,"Drama, Thriller",http://www.edmondthefilm.com/,18191,"new york, sex-shop, prostitute, sex, fortune teller, underworld, murder, prejudice, racism, violence, pawnshop, bipolar disorder",en,Edmond,"Seemingly mild-mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life. Encounters with strangers and unsavory people weaken the barriers encompassing his long-suppressed rage, until Edmond explodes in violence.",2.803642,First Independent Pictures,United States of America,2005-08-31,0,82.0,English,Released,Every fear hides a wish.,Edmond,6.0,50
0,Drama,http://www.welcometotherileys-movie.com/,31007,"prostitute, rape, stripper, independent film, teenage girl, smoking marijuana",en,Welcome to the Rileys,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",6.085879,"Destination Films, Scott Free Productions, Film Rites, Samuel Goldwyn Films, Argonaut Pictures",United States of America,2010-10-29,42145,110.0,English,Released,,Welcome to the Rileys,6.4,139
0,"Comedy, Crime",,11546,"video game, mafia, police academy, moscow, commandant",en,Police Academy: Mission to Moscow,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",11.946898,Warner Bros.,United States of America,1994-06-09,126247,83.0,English,Released,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.",Police Academy: Mission to Moscow,4.1,178
10000000,"War, History, Drama",http://www.facebook.com/CincodeMayo.LaPelicula,184374,mexican,es,Cinco de Mayo: La Batalla,"On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world's largest and most powerful army in one legendary battle for freedom and for Mexico.",0.072085,"Estudios Churubusco Azteca, Gala Films, Gobierno del Estado de Puebla",Mexico,2013-05-03,0,125.0,"Français, Español",Released,,Cinco de Mayo: La Batalla,5.8,14
10000000,"Comedy, Family, Romance",,268171,widower,en,Elsa & Fred,"Aged, embittered widower, Fred learns to enjoy life thanks to his elderly yet vibrant neighbor, Elsa. Upon learning Elsa is terminally ill, Fred takes her to the Fontana di Trevi in Rome in order to reenact her favorite scene from ‘La Dolce Vita’.",2.849895,"Riverside Entertainment, Rio Negro, Media House Capital, Cuatro Plus Films, Defiant Pictures, Creative Andina",United States of America,2014-03-07,0,104.0,Français,Released,It's never too late.,Elsa & Fred,6.2,31
10000000,Comedy,,78149,alan smithee,en,"An Alan Smithee Film: Burn, Hollywood, Burn","Filmmaker Alan Smithee finds himself the unwilling puppet of a potentially bad, big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy.",0.666218,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,1998-02-20,45779,86.0,"English, Pусский",Released,,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9
0,"Comedy, Drama, Romance",http://www.theopenroadmovie.com/,24663,independent film,en,The Open Road,"Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father, legendary baseball player Kyle Garret when Carlton’s mother becomes sick. Once reunited, Carlton struggles to deal with the series of misadventures caused by his father’s antics. Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family.",1.388136,,,2009-02-07,0,90.0,"English, Polski",Released,They've got a long way to go,The Open Road,4.8,19
3200000,"Comedy, Romance",,39037,independent film,en,The Good Guy,"Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",2.631688,"Belladonna Productions, Whitest Pouring Films",United States of America,2009-04-25,0,90.0,Pусский,Released,,The Good Guy,5.4,59
0,"Comedy, Drama",,22805,"mother role, blog, woman director",en,Motherhood,"Motherhood is a comedy written and directed by Katherine Dieckmann, and stars Uma Thurman, Anthony Edwards and Minnie Driver. Shot on location in New York’s West Village, focuses on the dilemmas of motherhood, such as marriage, work, and self, shown in the trials and tribulations of one pivotal day.",10.955567,John Wells Productions,United States of America,2009-01-21,0,90.0,English,Released,,Motherhood,4.7,44
0,"Drama, Family",http://www.freestylemovie.com/,39055,duringcreditsstinger,en,Free Style,"Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream.",0.122874,Rigel Entertainment,Canada,2008-12-24,140987,94.0,English,Released,It's Time To Soar.,Free Style,5.8,4
10000000,"Drama, Thriller",,245846,"australia, missing child, outback, alcoholic drink, troubled marriage, woman director, australian outback, missing daughter",en,Strangerland,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",5.145655,Worldview Entertainment,Australia,2015-07-01,17472,111.0,English,Released,To find the truth they must lose themselves.,Strangerland,5.1,83
10000000,"Comedy, Romance",,15017,"stripper, friends, best friend",en,Blonde Ambition,A young professional woman (Simpson) unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega-conglomerate.,3.064563,,United States of America,2007-12-21,0,93.0,"Norsk, English",Released,Small-town girl. Big-time dreams.,Blonde Ambition,3.9,29
14100000,"Crime, Mystery, Thriller",,12245,"mathematician, mathematics, oxford, symbol, triangle, mass child killing",en,The Oxford Murders,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols",9.318033,"La Fabrique de Films, Telecinco Cinema","Spain, France, United Kingdom",2008-01-18,0,107.0,English,Released,There is no way of finding a single absolute truth,The Oxford Murders,5.7,188
0,"Drama, Horror, Thriller",http://reefmovie.com/,49787,"boat, boat accident, underwater, shark, great white shark",en,The Reef,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,7.245108,"Lightning Entertainment, Screen Australia, Screen NSW, ProdigyMovies, Mysterious Light",Australia,2010-05-15,0,94.0,"English, Polski",Released,Pray That You Drown First,The Reef,5.4,130
0,"Comedy, Drama",,16358,"family secrets, dysfunctional family, independent film, death in family, family conflict, exploding boat",en,Eulogy,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",9.085482,"Myriad Pictures, Artisan Entertainment, Eulogy Productions LLC, Ovation Entertainment","Germany, United Kingdom, United States of America",2004-10-15,0,91.0,English,Released,,Eulogy,6.4,34
0,"Thriller, Drama, Horror, Fantasy",,7006,"suicide, murder",en,White Noise 2: The Light,"A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.",6.814247,"Brightlight Pictures, Gold Circle Films","Canada, United States of America",2007-01-05,0,99.0,English,Released,Sometimes they don't come back alone.,White Noise 2: The Light,5.6,80
10000000,"Music, Drama",,66767,sporting event,en,Beat the World,"Three dance crews – one Latin American, one European and one Canadian – prepare to battle at the International Beat the World competition in Detroit. Along the way, they struggle with gambling debt, bad break-ups and their own egos. In the final showdown to become world champions they find that their lifelong hopes, dreams and even lives, are at stake.",2.873796,"The Harold Greenberg Fund, Ontario Media Development Corporation (OMDC), Telefilm Canada - Equity Investment Program, Inner City Films",Canada,2011-06-10,0,91.0,English,Released,"Feel the beat, live the dream.",Beat the World,4.3,16
0,"Action, Thriller",,17622,"ira, slot machine, riot police, woman director",en,Fifty Dead Men Walking,"Based on Martin McGartland's real life story as a informant for the British Police to spy on the IRA. Taking place from 1987-1991, Martin (Jim Sturgess) works his way up the ranks of the IRA, while keeping his informant with the police Fergis (Ben Kingsley) at bay. In the process he saved numerous lives and is still in hiding from the IRA today.",4.481897,"Téléfilm Canada, Brightlight Pictures, Canadian Film or Video Production Tax Credit (CPTC), Future Films, Handmade International, Future Films Production Services, Altitude Entertainment, SBK Pictures, Skogland Films, Northern Ireland Screen, Grove Media Finance, Horizon Media Fund","Canada, United Kingdom",2008-09-10,0,117.0,"English, Magyar",Released,,Fifty Dead Men Walking,6.1,35
0,"Family, Animation, Adventure",http://www.jungleshuffle.com/,283671,"poacher, jungle",en,Jungle Shuffle,In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.,1.413934,"Wonderworld Studios, Animation Picture Company, Avikoo Studios","Mexico, South Korea",2014-08-07,0,85.0,English,Released,,Jungle Shuffle,6.5,1
10000000,"Drama, War",,18516,"holocaust, nazis, israeli",en,Adam Resurrected,"Before the war, in Berlin, Adam was an entertainer- cabaret impresario, magician, musician-loved by all until he finds himself in a concentration camp, confronted by Commandant Klein. Adam survives the camp by becoming the Klein's ""dog"", entertaining him while his wife and daughter are sent off to die. ""Adam Resurrected"" is the story of a man who once was a dog who meets a dog who once was a boy.",2.574014,"3L Filmproduktion GmbH, Bleiberg Entertainment, Adam Productions, July August Productions","Germany, Israel, United States of America",2008-08-08,0,106.0,English,Released,,Adam Resurrected,6.4,22
10,"Drama, Romance, Comedy",http://hrosss.is/the-film/,217708,"horse, snow storm, icelandic",is,Hross í oss,A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with terrible consequences.The fortunes of the people in the country through the horses' perception.,1.617943,"Filmhuset Gruppen, Leiknar Myndir","Norway, Iceland",2013-08-30,11,85.0,"English, Íslenska, Pусский, Español, svenska",Released,,Of Horses and Men,6.9,26
0,"Comedy, Romance",http://www.itsawonderfulafterlife.com/,42057,"london england, indian lead, murder, matchmaking, ghost, woman director",en,Hai Marjawaan!,"Indian mother Mrs Sethi's (Azmi) obsession with marrying off her daughter turns murderous. With jokes that routinely miss the mark and cringeworthy slapstick, this black comedy farce shouldn't work. Somehow, though, it does. (c) Empire Magazine",1.259968,"Studio 18, Bend It Films, Indian Film Company",United Kingdom,2010-05-07,0,99.0,"English, ਪੰਜਾਬੀ",Released,Finding the right man can be murder,It's a Wonderful Afterlife,4.3,9
10000000,"Action, Horror, Thriller, Science Fiction",,17577,"duct tape gag, bandana, headshot, camoflage uniform, sadistic laughter, flashback, military unit",en,The Devil's Tomb,"Captain Mack leads an elite military unit on a search for a missing scientist, and comes face-to-face with an an ancient evil lying beneath the Middle Eastern desert. Evil that is not of this world. Evil that should never be unearthed.",5.099472,"Ice Cold Productions, Empyreal Entertainment, Ringleader Studios",United States of America,2009-05-26,0,90.0,English,Released,An evil entombed for 2000 years... until now.,The Devil's Tomb,4.0,53
0,"Drama, Foreign, Romance",,14608,"drama, independent film",en,Partition,"Determined to leave the ravages of war behind, 38 year old Gian Singh resigns from the British Indian Army to a quiet life. His world is soon thrown in turmoil, when he suddenly finds himself responsible for the life of a 17 year old girl, traumatized by the events that separated her from her family.",2.131524,"Partition Films%2C Inc., Khussro Films","Canada, South Africa, United Kingdom",2007-02-02,0,116.0,English,Released,,Partition,6.4,6
0,Comedy,http://www.goodintentionsmovie.com/,34417,independent film,en,Good Intentions,"Meet Etta Milford. Loving Wife. Doting Mother. Armed Robber. Etta's husband constantly blows their money on make-shift inventions. When she decides to secretly take ""investment"" matters into her own hands - things quickly go awry! With their savings gone, her husband suspicious, and their children out of control, Etta concocts a scheme to get back their money and save her family.",0.304566,Shadowlight Productions,United States of America,2010-03-09,0,85.0,English,Released,,Good Intentions,5.0,6
10000000,"Action, Adventure, Comedy, Western",,15067,"gunslinger, gun",ko,"좋은 놈, 나쁜 놈, 이상한 놈","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",11.847324,"Cineclick Asia, CJ Entertainment, Grimm Pictures, Barunson",South Korea,2008-07-16,0,130.0,한국어/조선말,Released,A Fistful of Fun!,"The Good, The Bad, The Weird",7.1,193
10,"Horror, Thriller",,78383,"nurse, sexual murder, revenge, lesbian relationship, dark comedy, hospital",en,Nurse 3-D,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",10.013629,"Lions Gate, Lions Gate Entertainments",United States of America,2013-09-28,10000000,99.0,English,Released,Your pain is her pleasure.,Nurse 3-D,4.9,119
10000000,"Drama, Action, Comedy, Western",http://gunless.ca/,43090,"gunslinger, bounty hunter, blacksmith, duel, wild west",en,Gunless,"A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo",3.753703,"Rhombus Media, Téléfilm Canada, The Harold Greenberg Fund, Brightlight Pictures, Alliance Films, Astral Media, Corus Entertainment, Gunless Productions",Canada,2010-04-30,0,89.0,English,Released,Fastest draw in the North... kinda.,Gunless,6.7,27
9500000,Comedy,http://www.adventurelandthefilm.com/,16614,"comedy, cheating on partner, amusement park, summer job, carny, marijuana joint, baldness, picking one's nose, reckless driving, reconciliation, pushing a car, marijuana pipe, ticket booth, scene, raised middle finger, job seeking, leaving home, drugged cookie, duringcreditsstinger, young adult, 1980s",en,Adventureland,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",19.978021,"Miramax Films, Sidney Kimmel Entertainment, This Is That Productions",United States of America,2009-04-03,17164377,107.0,English,Released,Nothing brings people together like a crappy summer job.,Adventureland,6.4,737
